run	Hits@1	Hits@3	Hits@10	MRR-like	AMR
cos0.1	0.0010006620131504662	0.007125477762376446	0.014840844587397676	0.006289900746196508	177900.328125
cos0.2	0.0010006620131504662	0.007125477762376446	0.014840844587397676	0.006289900746196508	177900.328125
cos0.3	0.0010006620131504662	0.007125477762376446	0.014840844587397676	0.006289900746196508	177900.328125
cos0.4	0.0010006620131504662	0.007125477762376446	0.014840844587397676	0.006289900746196508	177900.328125
